id,comida_preferida,frecuencia_consumo,gasto_promedio,satisfaccion_producto,satisfaccion_servicio,tiempo_entrega,precio_percepcion,recomendaria,volveria_comprar,calificacion_general
4281,Tacos,Diario,73,1,5,Lento,Bajo,10,False,10
4282,Pollo Frito,Semanal,78,9,5,Rápido,Medio,7,False,8
4283,Hot Dogs,Semanal,102,10,4,Lento,Bajo,4,True,3
4284,Hamburguesas,Mensual,75,10,3,Lento,Bajo,2,False,2
4285,Hot Dogs,Diario,32,7,7,Lento,Bajo,10,True,0
4286,Pizza,Quincenal,49,6,6,Rápido,Bajo,4,False,6
4287,Hamburguesas,Mensual,38,6,7,Aceptable,Medio,4,True,9
4288,Pollo Frito,Diario,86,6,8,Lento,Alto,2,False,5
4289,Pollo Frito,Semanal,67,8,10,Aceptable,Medio,2,False,9
4290,Pollo Frito,Mensual,22,3,0,Rápido,Medio,8,False,3
4291,Hot Dogs,Mensual,56,7,10,Aceptable,Bajo,10,False,9
4292,Pizza,Diario,53,4,9,Lento,Alto,5,True,5
4293,Pollo Frito,Semanal,84,0,1,Rápido,Medio,2,False,2
4294,Pollo Frito,Semanal,94,7,5,Lento,Bajo,9,False,0
4295,Pollo Frito,Quincenal,65,10,6,Lento,Alto,6,False,5
4296,Hot Dogs,Semanal,113,1,8,Lento,Medio,2,True,0
4297,Pizza,Mensual,91,8,4,Aceptable,Medio,3,True,10
4298,Hamburguesas,Quincenal,25,9,0,Aceptable,Medio,10,False,5
4299,Tacos,Semanal,24,1,6,Rápido,Bajo,2,False,8
4300,Pollo Frito,Semanal,35,7,7,Rápido,Alto,4,True,1
4301,Pizza,Mensual,72,6,5,Rápido,Medio,7,False,2
4302,Hamburguesas,Semanal,49,9,7,Rápido,Alto,4,False,2
4303,Tacos,Semanal,84,10,2,Rápido,Bajo,5,False,6
4304,Tacos,Quincenal,21,10,1,Lento,Alto,7,False,10
4305,Tacos,Diario,50,3,4,Lento,Alto,4,True,3
4306,Pollo Frito,Diario,33,0,6,Aceptable,Medio,9,False,9
4307,Hot Dogs,Diario,50,8,5,Aceptable,Medio,8,True,8
4308,Tacos,Diario,76,0,10,Aceptable,Medio,3,False,8
4309,Pizza,Quincenal,113,4,8,Rápido,Medio,9,True,3
4310,Hamburguesas,Semanal,98,2,7,Lento,Alto,7,False,1
4311,Tacos,Quincenal,55,10,4,Rápido,Bajo,10,False,8
4312,Pollo Frito,Diario,74,10,10,Lento,Medio,1,True,5
4313,Hot Dogs,Quincenal,110,10,2,Aceptable,Medio,7,False,2
4314,Hamburguesas,Mensual,107,9,8,Aceptable,Alto,2,False,7
4315,Pizza,Quincenal,91,5,1,Lento,Medio,5,True,6
4316,Tacos,Diario,82,2,10,Rápido,Medio,7,True,1
4317,Hamburguesas,Quincenal,27,6,10,Aceptable,Alto,4,False,6
4318,Pollo Frito,Mensual,101,0,4,Lento,Bajo,8,True,10
4319,Pizza,Diario,94,3,1,Lento,Alto,3,True,2
4320,Hamburguesas,Semanal,33,1,5,Lento,Bajo,2,False,6
4321,Hot Dogs,Diario,65,6,7,Rápido,Alto,3,True,3
4322,Hot Dogs,Diario,97,9,6,Lento,Bajo,1,True,8
4323,Pollo Frito,Semanal,81,5,6,Aceptable,Bajo,6,True,5
4324,Pizza,Semanal,91,1,6,Lento,Alto,3,True,6
4325,Hot Dogs,Quincenal,64,7,1,Lento,Medio,2,True,9
4326,Hot Dogs,Quincenal,98,10,5,Aceptable,Bajo,9,False,6
4327,Pollo Frito,Diario,63,1,9,Lento,Bajo,8,True,6
4328,Hot Dogs,Quincenal,93,7,9,Aceptable,Medio,8,False,9
4329,Hamburguesas,Mensual,23,4,9,Rápido,Bajo,6,False,7
4330,Pollo Frito,Diario,84,4,5,Lento,Bajo,10,True,8
4331,Hamburguesas,Diario,53,5,3,Aceptable,Alto,4,False,2
4332,Hot Dogs,Mensual,82,3,5,Lento,Alto,6,True,1
4333,Pollo Frito,Quincenal,37,1,7,Aceptable,Bajo,9,False,9
4334,Pizza,Diario,98,4,3,Rápido,Bajo,6,True,1
4335,Hamburguesas,Diario,27,2,7,Lento,Bajo,2,True,8
4336,Pollo Frito,Diario,36,5,3,Lento,Bajo,7,False,9
4337,Pollo Frito,Semanal,95,4,5,Lento,Alto,1,False,9
4338,Hot Dogs,Diario,98,5,0,Lento,Alto,7,True,9
4339,Pizza,Quincenal,57,5,6,Aceptable,Bajo,3,False,6
4340,Hot Dogs,Mensual,64,0,0,Aceptable,Bajo,10,True,1
4341,Hamburguesas,Mensual,92,4,7,Aceptable,Alto,7,True,5
4342,Pizza,Mensual,101,7,4,Rápido,Bajo,1,True,8
4343,Pollo Frito,Diario,85,6,7,Rápido,Alto,0,True,5
4344,Pizza,Quincenal,26,9,9,Rápido,Bajo,1,False,10
4345,Pollo Frito,Semanal,101,5,9,Lento,Alto,3,True,8
4346,Pizza,Semanal,55,8,4,Rápido,Bajo,10,True,6
4347,Hot Dogs,Quincenal,34,3,1,Rápido,Bajo,7,False,7
4348,Hamburguesas,Diario,36,6,1,Aceptable,Alto,7,True,2
4349,Hot Dogs,Diario,82,0,2,Rápido,Alto,0,True,6
4350,Tacos,Quincenal,119,3,8,Aceptable,Alto,3,True,4
4351,Pollo Frito,Quincenal,60,9,4,Lento,Alto,5,False,0
4352,Hot Dogs,Semanal,24,3,2,Aceptable,Bajo,3,True,4
4353,Hot Dogs,Diario,67,0,0,Aceptable,Medio,3,True,6
4354,Hamburguesas,Diario,109,4,1,Lento,Alto,9,True,8
4355,Hot Dogs,Semanal,25,7,10,Rápido,Alto,8,False,10
4356,Hot Dogs,Semanal,71,10,10,Rápido,Bajo,7,True,5
4357,Tacos,Quincenal,26,9,4,Lento,Medio,4,False,2
4358,Tacos,Mensual,32,0,10,Rápido,Medio,8,False,0
4359,Pollo Frito,Mensual,103,4,4,Lento,Medio,3,False,10
4360,Pollo Frito,Semanal,52,9,3,Aceptable,Alto,9,True,1
4361,Pizza,Diario,74,9,10,Rápido,Medio,7,True,9
4362,Pollo Frito,Mensual,97,5,8,Rápido,Bajo,10,False,5
4363,Hot Dogs,Diario,28,7,3,Rápido,Medio,7,False,3
4364,Hamburguesas,Diario,79,1,10,Aceptable,Alto,5,True,3
4365,Pollo Frito,Mensual,105,7,3,Lento,Alto,9,False,6
4366,Tacos,Mensual,60,10,6,Rápido,Medio,10,False,9
4367,Hamburguesas,Mensual,51,1,6,Aceptable,Alto,6,True,9
4368,Hamburguesas,Quincenal,30,10,3,Rápido,Bajo,9,True,9
4369,Pollo Frito,Quincenal,59,7,10,Aceptable,Alto,3,False,3
4370,Tacos,Mensual,86,1,5,Aceptable,Medio,7,True,3
4371,Tacos,Mensual,27,1,10,Aceptable,Medio,5,True,8
4372,Hamburguesas,Diario,49,4,1,Aceptable,Alto,2,False,5
4373,Pollo Frito,Diario,75,10,3,Rápido,Medio,8,False,6
4374,Pollo Frito,Diario,41,8,3,Rápido,Alto,2,True,1
4375,Hot Dogs,Diario,101,10,3,Lento,Bajo,1,True,6
4376,Hot Dogs,Quincenal,107,2,2,Lento,Bajo,9,False,4
4377,Pollo Frito,Mensual,55,8,0,Aceptable,Medio,9,True,6
4378,Tacos,Quincenal,62,4,2,Rápido,Medio,5,True,3
4379,Hamburguesas,Semanal,48,10,8,Lento,Alto,4,False,7
4380,Pollo Frito,Diario,24,1,0,Rápido,Bajo,6,False,1
4381,Hot Dogs,Diario,31,9,8,Rápido,Alto,0,True,10
4382,Hot Dogs,Mensual,56,2,0,Rápido,Bajo,6,True,4
4383,Hot Dogs,Semanal,27,8,9,Aceptable,Medio,4,True,2
4384,Hot Dogs,Semanal,48,8,5,Rápido,Bajo,4,False,2
4385,Hot Dogs,Quincenal,84,10,6,Lento,Medio,3,True,6
4386,Hot Dogs,Diario,98,7,8,Aceptable,Medio,1,False,8
4387,Hot Dogs,Quincenal,85,9,8,Aceptable,Alto,3,True,2
4388,Tacos,Semanal,32,3,5,Aceptable,Alto,5,True,1
4389,Pizza,Semanal,106,6,10,Lento,Medio,7,False,3
4390,Tacos,Diario,72,7,9,Rápido,Bajo,9,False,2
4391,Tacos,Quincenal,64,9,6,Rápido,Alto,9,True,9
4392,Pollo Frito,Diario,89,1,7,Rápido,Medio,6,False,1
4393,Pizza,Mensual,43,4,8,Lento,Alto,7,True,4
4394,Hot Dogs,Quincenal,96,1,9,Aceptable,Medio,7,True,0
4395,Tacos,Semanal,58,5,9,Lento,Medio,6,True,10
4396,Hamburguesas,Quincenal,68,8,7,Aceptable,Bajo,2,False,3
4397,Pollo Frito,Quincenal,72,4,2,Lento,Medio,7,False,6
4398,Pollo Frito,Quincenal,99,8,6,Lento,Bajo,1,True,5
4399,Tacos,Quincenal,82,10,3,Rápido,Alto,8,False,10
4400,Tacos,Semanal,60,10,2,Aceptable,Bajo,6,False,3
4401,Pollo Frito,Quincenal,41,10,0,Aceptable,Bajo,0,True,5
4402,Hot Dogs,Semanal,64,0,3,Aceptable,Medio,5,True,7
4403,Hot Dogs,Semanal,59,7,7,Lento,Bajo,5,False,9
4404,Hot Dogs,Diario,83,8,6,Lento,Medio,4,True,0
4405,Tacos,Semanal,118,0,0,Aceptable,Bajo,9,True,3
4406,Tacos,Semanal,89,6,9,Aceptable,Bajo,6,False,9
4407,Tacos,Diario,56,1,2,Rápido,Bajo,6,False,1
4408,Tacos,Diario,109,9,0,Lento,Alto,7,False,7
4409,Hot Dogs,Semanal,80,1,5,Aceptable,Bajo,10,True,6
4410,Pizza,Semanal,31,1,6,Aceptable,Bajo,7,False,10
4411,Pizza,Mensual,49,8,4,Rápido,Alto,3,True,8
4412,Tacos,Quincenal,94,6,10,Lento,Bajo,6,True,4
4413,Hamburguesas,Semanal,27,4,2,Rápido,Bajo,7,False,9
4414,Hot Dogs,Semanal,40,2,2,Aceptable,Alto,9,True,1
4415,Pollo Frito,Mensual,51,10,7,Aceptable,Alto,0,False,8
4416,Tacos,Semanal,23,7,10,Rápido,Alto,5,False,10
4417,Tacos,Semanal,100,7,4,Aceptable,Medio,10,True,6
4418,Pollo Frito,Semanal,97,3,8,Lento,Alto,2,True,5
4419,Pizza,Diario,20,1,3,Lento,Bajo,3,False,9
4420,Tacos,Mensual,39,4,7,Lento,Bajo,4,False,9
4421,Pizza,Quincenal,68,6,2,Rápido,Medio,6,False,1
4422,Pizza,Quincenal,83,4,3,Rápido,Bajo,6,False,9
4423,Tacos,Diario,20,2,6,Aceptable,Bajo,2,True,7
4424,Tacos,Semanal,41,1,7,Aceptable,Medio,2,False,5
4425,Pizza,Mensual,72,5,9,Lento,Alto,6,False,8
4426,Tacos,Diario,78,0,5,Aceptable,Bajo,7,True,2
4427,Pollo Frito,Semanal,96,7,1,Lento,Medio,7,True,10
4428,Hamburguesas,Semanal,29,3,4,Lento,Bajo,5,True,4
4429,Hamburguesas,Diario,98,8,0,Rápido,Alto,1,False,0
4430,Hot Dogs,Mensual,49,7,1,Aceptable,Bajo,10,True,3
4431,Pizza,Diario,45,7,9,Aceptable,Medio,6,False,4
4432,Tacos,Quincenal,58,0,6,Lento,Medio,1,True,9
4433,Tacos,Mensual,41,9,5,Lento,Medio,8,True,4
4434,Hamburguesas,Mensual,22,0,2,Aceptable,Medio,10,False,0
4435,Pizza,Quincenal,112,1,0,Rápido,Alto,4,False,1
4436,Pollo Frito,Quincenal,65,1,6,Lento,Alto,10,True,2
4437,Pollo Frito,Mensual,27,1,2,Lento,Bajo,10,False,2
4438,Pizza,Mensual,27,9,2,Rápido,Medio,9,True,7
4439,Pizza,Quincenal,99,8,2,Lento,Bajo,10,False,9
4440,Hamburguesas,Quincenal,90,0,1,Rápido,Medio,6,False,6
4441,Hamburguesas,Mensual,112,10,5,Aceptable,Bajo,8,False,1
4442,Tacos,Semanal,31,5,6,Aceptable,Medio,9,False,8
4443,Tacos,Diario,98,3,3,Rápido,Medio,9,False,3
4444,Pollo Frito,Semanal,64,7,6,Rápido,Bajo,8,True,6
4445,Pollo Frito,Mensual,102,0,6,Rápido,Bajo,0,True,0
4446,Tacos,Semanal,63,8,10,Aceptable,Medio,9,False,6
4447,Hamburguesas,Diario,96,9,1,Aceptable,Alto,10,False,4
4448,Hamburguesas,Diario,100,5,9,Lento,Medio,1,True,8
4449,Hamburguesas,Semanal,57,6,7,Rápido,Bajo,1,True,5
4450,Tacos,Mensual,114,9,1,Lento,Bajo,5,False,2
4451,Hot Dogs,Quincenal,55,1,7,Rápido,Alto,0,True,7
4452,Pizza,Quincenal,79,9,6,Rápido,Alto,6,True,6
4453,Pizza,Mensual,110,1,4,Lento,Medio,6,True,3
4454,Hamburguesas,Diario,119,4,6,Lento,Alto,3,True,10
4455,Pollo Frito,Quincenal,68,1,10,Rápido,Medio,1,False,5
4456,Tacos,Semanal,93,4,2,Rápido,Medio,0,False,2
4457,Hamburguesas,Quincenal,81,1,6,Lento,Bajo,10,True,1
4458,Pizza,Quincenal,31,6,6,Lento,Medio,3,False,8
4459,Hamburguesas,Diario,35,0,1,Lento,Alto,1,True,1
4460,Pollo Frito,Quincenal,38,1,7,Rápido,Medio,7,False,3
4461,Pollo Frito,Diario,99,5,2,Aceptable,Bajo,10,False,5
4462,Pollo Frito,Semanal,43,8,5,Rápido,Bajo,6,False,0
4463,Hot Dogs,Quincenal,68,0,1,Aceptable,Bajo,5,False,9
4464,Tacos,Mensual,109,2,0,Rápido,Bajo,0,True,8
4465,Tacos,Semanal,76,1,5,Lento,Bajo,0,True,2
4466,Hamburguesas,Quincenal,77,3,8,Aceptable,Medio,10,True,8
4467,Tacos,Semanal,51,1,9,Rápido,Bajo,9,True,1
4468,Pollo Frito,Mensual,107,0,4,Rápido,Bajo,8,True,6
4469,Pollo Frito,Mensual,70,8,7,Rápido,Medio,8,True,7
4470,Pollo Frito,Quincenal,106,5,7,Rápido,Alto,3,False,10
4471,Tacos,Diario,42,0,1,Rápido,Alto,9,False,8
4472,Pizza,Mensual,107,6,10,Aceptable,Medio,2,True,10
4473,Pizza,Quincenal,107,5,4,Aceptable,Alto,8,False,3
4474,Pizza,Diario,100,10,7,Lento,Medio,4,False,1
4475,Pollo Frito,Diario,85,1,0,Rápido,Medio,6,False,7
4476,Hot Dogs,Mensual,64,6,4,Rápido,Bajo,7,False,0
4477,Hot Dogs,Diario,80,7,4,Lento,Medio,0,True,3
4478,Pizza,Quincenal,78,8,6,Rápido,Medio,7,False,10
4479,Hamburguesas,Mensual,59,0,10,Lento,Alto,0,True,9
4480,Hamburguesas,Mensual,108,1,10,Rápido,Bajo,1,False,2
4481,Pollo Frito,Quincenal,111,0,10,Lento,Alto,7,False,5
4482,Tacos,Mensual,66,4,3,Aceptable,Bajo,8,True,8
4483,Pizza,Mensual,50,7,3,Aceptable,Alto,7,True,9
4484,Tacos,Mensual,104,9,4,Lento,Medio,4,False,3
4485,Pollo Frito,Semanal,115,5,0,Aceptable,Bajo,2,False,10
4486,Hot Dogs,Mensual,82,7,9,Rápido,Bajo,6,True,5
4487,Hamburguesas,Diario,113,10,0,Rápido,Bajo,5,True,3
4488,Tacos,Diario,35,1,4,Aceptable,Bajo,0,True,1
4489,Pollo Frito,Diario,114,6,6,Aceptable,Medio,7,True,3
4490,Hot Dogs,Mensual,120,5,7,Rápido,Medio,9,True,1
4491,Tacos,Semanal,37,2,4,Lento,Alto,10,True,4
4492,Hamburguesas,Mensual,109,1,8,Aceptable,Alto,2,False,3
4493,Pollo Frito,Semanal,75,7,3,Lento,Alto,2,False,8
4494,Pollo Frito,Quincenal,109,5,3,Aceptable,Medio,4,False,0
4495,Hamburguesas,Mensual,74,7,6,Aceptable,Medio,8,True,4
4496,Pizza,Semanal,80,3,6,Rápido,Alto,6,True,1
4497,Tacos,Diario,23,5,0,Rápido,Medio,3,True,8
4498,Pollo Frito,Semanal,97,9,0,Lento,Alto,7,True,10
4499,Pollo Frito,Quincenal,97,9,9,Lento,Alto,10,False,9
4500,Pizza,Semanal,28,6,9,Lento,Bajo,5,False,7
4501,Hot Dogs,Mensual,43,6,3,Lento,Alto,0,True,1
4502,Hamburguesas,Quincenal,114,5,8,Rápido,Alto,7,False,1
4503,Hot Dogs,Quincenal,20,10,6,Aceptable,Medio,4,False,1
4504,Pizza,Semanal,85,3,4,Lento,Alto,1,True,5
4505,Hamburguesas,Quincenal,111,6,5,Aceptable,Alto,0,True,4
4506,Pizza,Diario,94,9,10,Lento,Medio,1,True,8
4507,Pizza,Mensual,69,4,9,Lento,Medio,4,True,2
4508,Tacos,Quincenal,36,8,5,Rápido,Alto,7,True,7
4509,Hot Dogs,Mensual,116,10,3,Aceptable,Medio,2,True,7
4510,Pollo Frito,Quincenal,66,7,3,Aceptable,Bajo,4,True,6
4511,Pollo Frito,Quincenal,71,2,5,Lento,Bajo,9,True,10
4512,Tacos,Quincenal,66,7,7,Aceptable,Alto,10,True,1
4513,Pollo Frito,Quincenal,53,3,2,Aceptable,Bajo,8,True,0
4514,Tacos,Quincenal,77,8,4,Aceptable,Alto,8,True,4
4515,Pollo Frito,Quincenal,50,9,2,Lento,Medio,2,False,6
4516,Pollo Frito,Mensual,88,6,6,Rápido,Alto,8,True,1
4517,Hamburguesas,Semanal,91,4,0,Lento,Alto,4,False,4
4518,Pizza,Mensual,42,3,9,Lento,Medio,8,True,7
4519,Hot Dogs,Mensual,110,8,10,Aceptable,Bajo,3,True,6
4520,Pizza,Quincenal,102,0,1,Aceptable,Alto,6,True,7
4521,Pizza,Diario,35,6,7,Aceptable,Medio,1,False,2
4522,Tacos,Semanal,106,2,6,Lento,Medio,1,False,8
4523,Pizza,Semanal,61,5,0,Aceptable,Alto,5,False,4
4524,Hot Dogs,Diario,118,2,6,Lento,Bajo,6,False,4
4525,Tacos,Mensual,67,4,3,Rápido,Bajo,8,True,2
4526,Pizza,Mensual,93,6,3,Aceptable,Bajo,4,True,2
4527,Hot Dogs,Quincenal,27,10,0,Rápido,Alto,0,False,9
4528,Hamburguesas,Semanal,99,5,9,Lento,Medio,4,False,2
4529,Hamburguesas,Quincenal,101,3,9,Rápido,Bajo,3,False,7
4530,Hamburguesas,Quincenal,54,2,2,Rápido,Medio,6,False,2
4531,Hamburguesas,Quincenal,41,4,10,Aceptable,Alto,3,False,8
4532,Pizza,Semanal,84,7,1,Lento,Bajo,8,True,6
4533,Tacos,Semanal,53,0,2,Aceptable,Medio,0,True,2
4534,Pizza,Semanal,77,7,0,Rápido,Alto,8,True,0
4535,Pizza,Semanal,45,10,7,Aceptable,Medio,9,True,8
4536,Pollo Frito,Mensual,64,6,4,Aceptable,Bajo,2,False,1
4537,Pollo Frito,Mensual,76,6,8,Aceptable,Bajo,8,False,2
4538,Tacos,Semanal,66,8,9,Lento,Alto,2,False,2
4539,Pizza,Diario,113,3,2,Lento,Bajo,10,True,4
4540,Tacos,Mensual,61,2,4,Lento,Alto,3,True,9
4541,Pizza,Diario,108,0,7,Rápido,Alto,5,False,5
4542,Hot Dogs,Quincenal,75,0,5,Lento,Medio,2,False,10
4543,Tacos,Diario,89,0,8,Rápido,Bajo,10,False,2
4544,Tacos,Mensual,104,3,7,Rápido,Medio,10,False,5
4545,Tacos,Semanal,35,4,10,Rápido,Bajo,2,True,5
4546,Pollo Frito,Semanal,86,5,0,Rápido,Bajo,0,False,9
4547,Pollo Frito,Semanal,30,9,5,Rápido,Alto,5,False,6
4548,Pizza,Mensual,70,1,0,Rápido,Bajo,2,False,2
4549,Tacos,Semanal,20,2,9,Aceptable,Bajo,7,True,10
4550,Hot Dogs,Quincenal,69,9,4,Rápido,Bajo,10,False,9
4551,Hot Dogs,Mensual,57,7,6,Lento,Medio,7,False,2
4552,Hamburguesas,Mensual,109,9,3,Aceptable,Alto,2,True,0
4553,Pollo Frito,Semanal,31,6,4,Aceptable,Alto,0,False,1
4554,Hamburguesas,Quincenal,117,7,10,Aceptable,Alto,8,True,6
4555,Hamburguesas,Quincenal,95,3,0,Rápido,Medio,1,True,0
4556,Tacos,Semanal,22,2,10,Aceptable,Bajo,2,False,9
4557,Pollo Frito,Quincenal,115,2,7,Lento,Alto,10,True,9
4558,Pizza,Mensual,100,3,1,Lento,Medio,3,True,7
4559,Hamburguesas,Quincenal,58,3,8,Rápido,Bajo,9,True,2
4560,Tacos,Semanal,35,1,4,Aceptable,Alto,8,False,9
4561,Pollo Frito,Diario,31,1,5,Rápido,Bajo,2,True,6
4562,Tacos,Quincenal,46,6,5,Rápido,Medio,8,True,6
4563,Pollo Frito,Quincenal,25,1,5,Rápido,Bajo,3,True,7
4564,Pollo Frito,Diario,73,1,4,Rápido,Alto,7,False,4
4565,Pizza,Mensual,55,10,9,Lento,Bajo,4,False,5
4566,Hamburguesas,Semanal,52,3,2,Lento,Bajo,9,True,3
4567,Pizza,Mensual,51,9,8,Aceptable,Bajo,7,False,9
4568,Hot Dogs,Mensual,76,5,7,Lento,Medio,1,True,10
4569,Hamburguesas,Quincenal,37,3,1,Aceptable,Alto,7,False,1
4570,Hot Dogs,Mensual,44,7,5,Lento,Medio,0,True,0
4571,Tacos,Mensual,77,9,7,Lento,Bajo,5,True,3
4572,Hamburguesas,Quincenal,70,5,6,Rápido,Medio,10,True,8
4573,Pizza,Quincenal,67,0,10,Rápido,Alto,4,False,10
4574,Hamburguesas,Diario,61,8,10,Rápido,Medio,0,True,5
4575,Pollo Frito,Diario,63,0,9,Lento,Bajo,8,False,2
4576,Pizza,Semanal,73,1,0,Lento,Alto,4,False,5
4577,Hamburguesas,Quincenal,32,2,0,Rápido,Medio,10,False,8
4578,Pizza,Diario,104,1,1,Aceptable,Medio,0,True,0
4579,Pollo Frito,Semanal,64,5,3,Rápido,Medio,8,True,3
4580,Pollo Frito,Quincenal,99,2,10,Rápido,Bajo,10,False,6
4581,Pollo Frito,Mensual,89,6,6,Rápido,Alto,6,False,5
4582,Hamburguesas,Quincenal,31,6,0,Lento,Alto,10,False,8
4583,Pollo Frito,Quincenal,57,3,9,Rápido,Bajo,4,True,5
4584,Hot Dogs,Diario,76,4,1,Aceptable,Medio,4,True,10
4585,Tacos,Mensual,65,3,9,Lento,Bajo,0,True,10
4586,Pollo Frito,Quincenal,37,10,1,Lento,Bajo,4,False,5
4587,Pizza,Quincenal,35,2,3,Rápido,Medio,8,True,7
4588,Pollo Frito,Mensual,32,2,10,Lento,Alto,7,False,2
4589,Pizza,Mensual,85,3,5,Aceptable,Medio,5,False,2
4590,Hot Dogs,Quincenal,49,7,0,Aceptable,Alto,8,True,9
4591,Hamburguesas,Quincenal,89,10,4,Lento,Alto,2,True,10
4592,Tacos,Semanal,59,2,6,Rápido,Bajo,10,True,7
4593,Pollo Frito,Quincenal,79,1,6,Rápido,Alto,3,True,1
4594,Pollo Frito,Mensual,40,7,5,Rápido,Bajo,6,False,0
4595,Pollo Frito,Diario,96,5,7,Rápido,Alto,8,False,8
4596,Hot Dogs,Diario,29,4,3,Aceptable,Alto,10,False,0
4597,Hot Dogs,Quincenal,52,8,9,Aceptable,Bajo,3,True,7
4598,Pizza,Mensual,37,10,5,Rápido,Bajo,2,False,10
4599,Pollo Frito,Quincenal,59,6,6,Rápido,Alto,9,False,1
4600,Pollo Frito,Semanal,35,3,1,Rápido,Medio,3,True,2
4601,Pollo Frito,Quincenal,59,1,0,Aceptable,Bajo,2,True,0
4602,Hamburguesas,Diario,120,0,6,Rápido,Alto,7,True,5
4603,Tacos,Quincenal,104,5,2,Lento,Medio,10,True,10
4604,Hamburguesas,Mensual,90,1,7,Rápido,Alto,7,False,1
4605,Hamburguesas,Quincenal,117,1,2,Rápido,Bajo,6,False,6
4606,Tacos,Semanal,106,0,2,Lento,Bajo,6,True,6
4607,Hot Dogs,Diario,84,10,0,Lento,Alto,3,True,7
4608,Hamburguesas,Diario,40,1,8,Lento,Medio,10,True,8
4609,Hamburguesas,Semanal,70,7,0,Rápido,Medio,10,True,4
4610,Pizza,Semanal,68,8,2,Aceptable,Alto,4,True,6
4611,Pizza,Semanal,39,6,4,Lento,Alto,5,False,9
4612,Tacos,Quincenal,77,3,0,Aceptable,Medio,10,True,9
4613,Pollo Frito,Diario,108,10,3,Rápido,Medio,2,False,9
4614,Pizza,Diario,88,6,1,Lento,Medio,2,True,4
4615,Pollo Frito,Mensual,44,6,4,Lento,Bajo,1,True,0
4616,Hot Dogs,Diario,79,3,4,Rápido,Alto,9,False,8
4617,Pollo Frito,Diario,91,7,7,Aceptable,Medio,2,False,0
4618,Hamburguesas,Quincenal,105,2,9,Rápido,Medio,5,False,6
4619,Hot Dogs,Semanal,82,8,5,Lento,Alto,0,False,4
4620,Pizza,Quincenal,65,8,10,Lento,Medio,3,False,5
4621,Hamburguesas,Quincenal,99,4,0,Aceptable,Bajo,7,False,1
4622,Pizza,Quincenal,42,7,7,Aceptable,Alto,8,False,6
4623,Pizza,Mensual,60,8,1,Aceptable,Alto,5,False,10
4624,Pollo Frito,Semanal,73,8,8,Rápido,Bajo,7,False,8
4625,Tacos,Semanal,38,0,1,Aceptable,Medio,1,True,9
4626,Hot Dogs,Quincenal,68,10,10,Aceptable,Alto,6,True,9
4627,Pollo Frito,Mensual,38,0,10,Lento,Bajo,0,False,2
4628,Tacos,Semanal,65,2,9,Rápido,Medio,6,False,1
4629,Tacos,Mensual,42,9,1,Aceptable,Alto,0,True,10
4630,Hamburguesas,Semanal,94,2,3,Rápido,Bajo,5,True,9
4631,Hot Dogs,Diario,43,0,2,Lento,Alto,5,False,4
4632,Tacos,Semanal,110,2,2,Lento,Bajo,6,False,4
4633,Tacos,Quincenal,59,0,0,Rápido,Alto,7,True,6
4634,Hot Dogs,Quincenal,26,6,7,Rápido,Alto,5,False,1
4635,Tacos,Quincenal,99,7,4,Rápido,Alto,7,False,6
4636,Pizza,Quincenal,92,2,7,Aceptable,Alto,9,False,8
4637,Pizza,Diario,100,5,8,Lento,Bajo,1,False,1
4638,Pollo Frito,Quincenal,48,2,5,Lento,Alto,9,False,2
4639,Pollo Frito,Quincenal,107,8,1,Aceptable,Bajo,9,False,9
4640,Hamburguesas,Semanal,45,9,3,Lento,Alto,10,True,8
4641,Hamburguesas,Mensual,107,10,2,Rápido,Alto,9,False,1
4642,Hot Dogs,Semanal,83,2,6,Lento,Medio,5,False,10
4643,Pollo Frito,Diario,100,4,9,Lento,Medio,7,True,6
4644,Hot Dogs,Mensual,35,10,5,Lento,Bajo,1,False,1
4645,Pizza,Quincenal,104,7,0,Lento,Alto,6,False,4
4646,Hot Dogs,Quincenal,91,4,4,Rápido,Alto,2,False,2
4647,Hot Dogs,Diario,84,3,1,Aceptable,Bajo,5,True,2
4648,Pizza,Quincenal,110,9,7,Lento,Alto,4,False,8
4649,Hamburguesas,Mensual,29,8,4,Lento,Medio,10,False,9
4650,Pizza,Quincenal,83,7,10,Rápido,Alto,1,False,6
4651,Pizza,Semanal,69,4,2,Aceptable,Bajo,0,False,0
4652,Tacos,Quincenal,103,0,6,Lento,Bajo,5,True,7
4653,Tacos,Diario,106,9,7,Rápido,Alto,1,False,3
4654,Hot Dogs,Semanal,25,2,4,Lento,Medio,7,True,6
4655,Pizza,Semanal,97,9,10,Aceptable,Bajo,7,True,3
4656,Tacos,Diario,50,7,8,Lento,Alto,3,True,2
4657,Hot Dogs,Semanal,51,4,6,Aceptable,Alto,5,True,0
4658,Hot Dogs,Quincenal,53,8,4,Aceptable,Alto,6,False,0
4659,Tacos,Quincenal,47,8,4,Rápido,Medio,6,False,2
4660,Pizza,Diario,69,10,0,Lento,Alto,0,False,1
4661,Hamburguesas,Semanal,77,9,1,Aceptable,Medio,6,False,9
4662,Hot Dogs,Quincenal,87,1,5,Rápido,Bajo,6,True,6
4663,Hamburguesas,Diario,49,10,8,Aceptable,Bajo,9,False,5
4664,Pollo Frito,Quincenal,75,4,9,Rápido,Medio,10,True,3
